   Year,Activity,Activity Type,Mandate Authorising Activity (PSC/Assembly Decision),Main Objective,Target Beneficiary,Country,Region,Outcome, Activity Budget (USD) , Unit ,Directorate,Department,Link to Activity Report
2023,Intelligence services technical meeting (5–7 Nov 2023),Meeting,,Revitalize regional counter-terrorism coordination,,Mauritania,,Agreement for annual coordination meetings,,,,,Paras 262–263
2023,Appointment of AU High Representative for STG,Programmatic,,Mobilize continental support for STG roadmap,,Continental,,Stakeholder engagements initiated,,,,,Para 265
2023,Africa Amnesty Month Commemoration (11–12 Sep 2023),Programmatic,,Promote disarmament,,Mozambique,,PSC open event; multi-stakeholder engagement,,,,,Para 268
2023,Artists for Peace Training (18–22 Sep 2023),Programmatic,,Engage CSOs & artists in STG advocacy,,Virtual,,25 artists trained,,,,,Para 269
2023,High-level engagement with ECOWAS,Meeting,,Domesticate STG roadmap,,Nigeria,,Collaboration strengthened,,,,,Para 270
2023,Cross-border peace caravan (28 Jun–7 Jul 2023),Programmatic,,Promote cross-border peace,,Kenya/South Sudan/Uganda,,Improved cooperation,,,,,Para 272
2023,African Border Day celebration (19–20 Jul 2023),Meeting,,Promote cross-border cooperation & AfCFTA,,Zambia,,Awareness raised,,,,,Para 273
2023,AUBP Strategic Review Workshop (25–27 Oct 2023),Programmatic,,Re-conceptualize AUBP strategy,,Ethiopia,,New strategic orientation defined,,,,,Para 274
2023,CT capacity building for >1000 experts,Programmatic,,Strengthen national CT/PCVE capacities,,,,Capacity building delivered; partnerships strengthened,Not specified,,,,Para 277
2023,Launch of African Climate Security Risk Assessment (COP28),Programmatic,,Inform CAP on Climate Security,,UAE,,ACRA report launched; CAP development initiated,,,,,Paras 279–285
2023,International Ministerial Conference on Transhumance (10–12 Jul 2023),Meeting,,Address climate-security nexus,,Cameroon,,Yaoundé Communiqué adopted,,,,,Para 286
2023,I-RECKE policy sessions (Mar & Jul 2023),Programmatic,,Knowledge exchange on early warning & CT,,,,Cross-regional lessons identified,,,,,Paras 288–289
2023,Launch of NeTT4Peace (8 Feb 2023),Programmatic,,Link think tanks & AU for knowledge generation,,,,Advisory note on UN New Agenda for Peace,,,,,Paras 299–301
2023,Disbursement to EAC Regional Force (Eastern DRC),,,Stabilization operations,,,,Grant signed,"2,000,000.00",,,,Para 304
2023,ATMIS support (2 tranches),,,Support ATMIS drawdown,,,,Funding provided,"3,500,000.00",,,,Para 304
2023,Ethiopia DDR support (Tigray),,,DDR under COHA,,,,Grant signed,"1,000,000.00",,,,Para 304
2023,CRF allocation for Sudan process (not used),,,Support Sudan dialogue,,,,Pending consultations,"500,000.00",,,,Para 305
2023,Peace Fund pilot projects (2024),,,34 projects across 15 priority areas,,,,Approved by PRC,"5,000,000.00",,,,Para 306
2023,CRF level approved (2024),,,Respond to crises,,,,Approved,"10,000,000.00",,,,Para 307
2023,PAPS Staff Retreat (June 2023) – supported by GIZ,Programmatic,,Organizational change & delivery model alignment,,Ethiopia,,Improved understanding of new structure,,,,,Para 320
2023,Leadership training (9–10 Nov 2023),Programmatic,,Build staff competencies,,Ethiopia,,Training for 15 senior/mid-level staff,,,,,Para 321
2023,Development of training manuals & knowledge products,Programmatic,,Strengthen institutional capacity,,Continental,,"Manuals on leadership, M&E, reporting etc.",,,,,Para 321
2021,"PSC suspension of Sudan, Guinea, Mali following UCGs",Meeting/Decision,Constitutive Act; Lomé Declaration; ACDEG; PSC decisions,Enforce AU norms on UCG; restore constitutional order,AU Member States; citizens,Sudan; Guinea; Mali,North/West Africa,Suspension + call for Commission support to transitions,Not specified,PSC Secretariat,,PAPS,"Assembly/AU/3(XXXV) para. 31, 71–72, 93, 96"
2021,PSC Communiqué on Chad transition (996th meeting) + Commission support directives,Meeting/Decision,PSC Communiqué (996th meeting),Guide AU engagement in Chad transition,Transitional authorities; stakeholders,Chad,Central Africa,AU coordinated transition support framework,Not specified,PSC Secretariat / CMD,,PAPS,para. 36
2021,Establishment of International Transition Support Group in N’Djamena,Programmatic,PSC Communiqué (996th),Coordinate international support to Chad transition,Transitional institutions,Chad,Central Africa,Coordinated partner support mechanism established,Not specified,CMD,,PAPS,para. 36–37
2021,AU Transition Support Mechanism (Chad) – EU support mobilised,Programmatic,PSC Communiqué (996th) / AU Transition Support Mechanism,Support activities of AU Transition Support Mechanism,Transitional institutions,Chad,Central Africa,Funding mobilised for AU transition support,"EUR 3,000,000",CMD,,PAPS,para. 36
2021,PSC field visit to CAR (Bangui),Meeting/Mission,PSC mandate / APPR-RCA support,Encourage implementation of APPR-RCA and security roadmap; support dialogue,Govt; political actors; population,Central African Republic,Central Africa,Increased AU engagement; support to Republican Dialogue,Not specified,PSC Secretariat / CMD,,PAPS,para. 41
2021,Joint AU–UN–ECCAS–EU high-level mission to CAR,Meeting/Mission,PSC mandate / APPR-RCA support,Coordinate partner engagement in CAR,Govt; partners; population,Central African Republic,Central Africa,Strengthened coordination and messaging,Not specified,CMD,,PAPS,para. 41
2021,"Deployment of AU military observers (CAR), followed by HR observers and political officers",Programmatic,PSC mandate / APPR-RCA support,Strengthen monitoring and AU presence on the ground,Civilians; national authorities,Central African Republic,Central Africa,Increased AU monitoring and field capacity,Not specified,CMD,,PAPS,para. 41
2021,PSC decision to remove Burundi from agenda and close AU Human Rights Observers & Military Experts Mission,Meeting/Decision,PSC Communiqué (993rd),Adjust AU engagement based on improved situation,Government; citizens,Burundi,Great Lakes,Mission closed; resources reoriented,Not specified,PSC Secretariat / CMD,,PAPS,para. 53
2021,PSC consideration of Great Lakes situation and AU presence in Burundi (AULO resource request),Meeting/Decision,PSC meeting (1005th),Strengthen AU presence/visibility in Great Lakes/Burundi,AULO; stakeholders,Burundi,Great Lakes,Call to mobilise resources for AULO,Not specified,PSC Secretariat / CMD,,PAPS,para. 53
2021,Appointment of AU High Representative for Horn of Africa (H.E. Olusegun Obasanjo),Programmatic,AUC Chairperson decision; PSC engagement,Intensify engagements toward peace/stability in Horn,Member States; stakeholders,Ethiopia/Horn,East Africa,AU mediation/good offices strengthened,Not specified,Office of Chairperson / CMD,,PAPS,para. 60
2021,PSC meeting on Northern Ethiopia humanitarian/security situation (1045th),Meeting/Decision,PSC meeting (1045th),Express solidarity; urge humanitarian action and political solution,Civilians; stakeholders,Ethiopia,East Africa,PSC positions and calls issued,Not specified,PSC Secretariat,,PAPS,para. 61
2021,PSC field visit to Somalia on post-2021 AU mission parameters,Meeting/Mission,UNSC Res. 2568 (referenced); PSC mandate,Engage FGS on mandate/size/funding for follow-on mission,FGS; partners,Somalia,East Africa,Re-engagement; basis for follow-on mission,Not specified,PSC Secretariat / CMD,,PAPS,para. 66
2021,PSC directive to Commission to resume engagements with FGS/partners (1053rd meeting),Meeting/Decision,PSC Communiqué (1053rd),Advance AU post-2021 mission negotiations,FGS; partners,Somalia,East Africa,Commission mandated to finalise modalities/CONOPS,Not specified,PSC Secretariat / CMD,,PAPS,para. 66
2021,PAPS technical mission to Somalia led by Director CMD; follow-on mission principles agreement signed,Programmatic,PSC decisions; Somali Transition Plan (STP) referenced,Agree principles/modalities for follow-on AU mission,FGS; AU,Somalia,East Africa,Landmark agreement signed on follow-on mission,Not specified,CMD,,PAPS,para. 66
2021,PSC field mission to South Sudan,Meeting/Mission,PSC mandate / PCRD agenda,Support implementation of R-ARCSS; encourage dialogue,Govt; parties; citizens,South Sudan,East Africa,PSC engagement + further technical follow-up mandated,Not specified,PSC Secretariat / CMD / PCRD Centre,,PAPS,para. 69
2021,PSC mandate to AUC to constitute technical team of experts for South Sudan National Dialogue support,Programmatic,PSC decision following field mission,Provide technical support to dialogue and reconciliation,National stakeholders,South Sudan,East Africa,Technical support mechanism initiated,Not specified,CMD / PCRD Centre,,PAPS,para. 69
2021,PSC decision to dispatch a mission to Sudan (1050th meeting),Meeting/Mission,PSC meeting (1050th); AU UCG instruments,Engage authorities/stakeholders to support transition,Authorities; stakeholders,Sudan,North Africa,Planned mission authorised,Not specified,PSC Secretariat / CMD,,PAPS,para. 74
2021,AU engagement with Uganda–DRC on counter-terrorism cooperation (ACSRT role),Programmatic,AU counter-terrorism framework; ACSRT mandate,Support coordination to prevent/counter terrorism,Member States,Uganda; DRC,East/Central Africa,Reinforced regional CT collaboration,Not specified,ACSRT / CMD,,PAPS,para. 76
2021,Technical assessment mission to Comoros led by CPAPS (per PSC 1001st),Meeting/Mission,PSC conclusion (1001st),Early response assessment; support dialogue/elections prep,Government; stakeholders,Comoros,East Africa,Solidarity and first-hand assessment delivered,Not specified,CMD / Governance,,PAPS,para. 78
2021,PSC considered TERM report on Comoros; mandated follow-on multidimensional mission support (1039th),Programmatic,PSC meeting (1039th),"Support dialogue, reforms, SSR, elections prep",Government; stakeholders,Comoros,East Africa,AU sustained support mandated; follow-on mission approved,Not specified,CMD / Governance,,PAPS,para. 78
2021,CPAPS participation in Ministerial meeting of Libya neighbouring countries (Algiers),Meeting,PSC mandate; AU Libya engagement,Support political process; regional coordination,Libya; neighbours,Libya/Neighbours,North Africa,PSC later endorsed conclusions,Not specified,PSC Secretariat / CMD,,PAPS,para. 80
2021,PSC endorsed conclusions of neighbouring countries’ ministerial meeting on Libya (1035th),Meeting/Decision,PSC meeting (1035th),Strengthen support to Libya political process,Libyan stakeholders; region,Libya,North Africa,AU endorsement and coordination reinforced,Not specified,PSC Secretariat,,PAPS,para. 80
2021,CPAPS mission to Mozambique (Cabo Delgado),Meeting/Mission,PSC mandate / AU counter-terrorism solidarity,Reaffirm AU solidarity; support peacemaking initiatives,Government; citizens,Mozambique,Southern Africa,AU engagement strengthened,Not specified,CMD,,PAPS,para. 87
2021,PSC communiqué suspending Guinea (1030th meeting); monitoring mechanism established,Meeting/Decision + Programmatic,Constitutive Act; Lomé Declaration; ACDEG; PSC 1030th,Enforce AU UCG norms; accompany transition,Transition authorities; citizens,Guinea,West Africa,Suspension + Monitoring Mechanism on Transition in Guinea (MMTG),Not specified,CMD / Governance,,PAPS,"para. 96, 98"
2021,AUC Chairperson engagement with Guinea Transition President (Conakry),Meeting/Mission,PSC 1030th; AU UCG instruments,Support transition toward constitutional order,Transition authorities,Guinea,West Africa,AU high-level engagement sustained,Not specified,Office of Chairperson / CMD,,PAPS,para. 98
2021,PSC evaluation mission to Bamako (Mali),Meeting/Mission,PSC decisions; Algiers Process framework,Follow-up on transition + 2015 Algiers Peace Agreement implementation,Government; stakeholders,Mali,West Africa,AU support reaffirmed; resources mobilised; experts recruitment initiated,"Not specified (mobilised, amount not stated)",PSC Secretariat / CMD,,PAPS,para. 94
2021,Support to development/review of National Counter-Terrorism Strategies,Programmatic,ACSRT mandate / PSC Protocol,Strengthen national CT frameworks,Governments & RECs,"Lesotho, Burkina Faso, Cameroon, Zimbabwe, SADC",Multi-country,Strengthened national CT strategies,Not specified,ACSRT,,PAPS,Assembly AU/3(XXXV) para 104
2021,Legislative CT assistance workshops (Human Rights & Rule of Law),Programmatic,ACSRT mandate,Strengthen legal frameworks for CT,"ECCAS, SADC, Cameroon, Zimbabwe",Multi-country,Continental,Improved legal regimes for CT,Not specified,ACSRT,,PAPS,para 104
2021,Capacity-building workshops on AML/CFT & PCVE,Programmatic,AU CT Framework,Enhance technical capacity of states and regional bodies,"GABAC, ESAAMLG, MS",Multi-country,Continental,Strengthened anti-money laundering & PVE capacities,Not specified,ACSRT,,PAPS,para 104
2021,Development of Early Warning & PVE Toolkit (UNDP partnership),Programmatic,AU–UNDP partnership,Strengthen early warning and prevention,RECs & Member States,SADC & ECCAS,Continental,Toolkit developed for implementation,Not specified,ACSRT,,PAPS,para 104
2021,Support to establish National Counter-Terrorism Fusion Centres,Programmatic,AU-UNODC / UNCTED partnership,Enhance intelligence coordination,AU Member States,Multi-country,Continental,Fusion centres & best-practice compendium,Not specified,ACSRT,,PAPS,para 105
2021,Production of CT analytical reports & policy briefs,Programmatic,ACSRT mandate,Generate evidence-based analysis,AU Member States,Continental,Continental,Analytical products disseminated,Not specified,ACSRT,,PAPS,para 104
2021,Development of Operational Guidance Note on NSAGs,Programmatic,PSC Directive,Support MS to address NSAG threats,AU Member States,Continental,Continental,Guidance note produced,Not specified,CMD,,PAPS,para 108
2021,Revision of OAU Convention on Mercenarism,Programmatic,PSC decision,Update continental legal framework,AU Member States,Continental,Continental,Expert validation planned,Not specified,Legal/CMD,,PAPS,para 108
2021,Development of Continental Stabilisation Strategy,Programmatic,PSC Directive,Address foreign fighters & NSAGs,Member States,Continental,Continental,Strategy under development,Not specified,CMD,,PAPS,para 108
2021,Africa Amnesty Month support & campaigns,Programmatic,Silencing the Guns,Collect illicit arms & raise awareness,Member States,Multiple,Continental,Arms collection campaigns implemented,Not specified,SALW Unit,,PAPS,para 110
2021,Joint UNODA Project on Amnesty Month,Programmatic,AU-UNODA project,Support disarmament initiatives,"Burkina Faso, CAR, DRC, Ethiopia, Kenya",Multi-country,Continental,1866 small arms collected,Not specified,SALW Unit,,PAPS,para 178
